GUT_GENOME003481	BackhedF_2015__SID263_12M__bin.38	CIBIO	MAG	3273585	128	44401	43.07	93.46	1.21	0.02	0	23.55	5.13	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS473136	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME003481.gff.gz
GUT_GENOME003547	BackhedF_2015__SID265_12M__bin.11	CIBIO	MAG	3720179	105	81674	42.62	98.04	0.36	0.02	0	46.12	9.33	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS473141	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME003547.gff.gz
GUT_GENOME003660	BackhedF_2015__SID268_M__bin.9	CIBIO	MAG	3038674	61	83644	42.92	90.02	1.57	0.01	0	0	5.44	17	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS473148	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME003660.gff.gz
GUT_GENOME003828	BackhedF_2015__SID276_12M__bin.21	CIBIO	MAG	3274675	97	53227	43.01	97.19	0.85	0.02	0	0	0	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS473163	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME003828.gff.gz
GUT_GENOME005606	BackhedF_2015__SID544_12M__bin.18	CIBIO	MAG	3188251	95	53301	42.93	97.37	0.85	0.01	0	0	0	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS473291	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME005606.gff.gz
GUT_GENOME005790	BackhedF_2015__SID560_M__bin.33	CIBIO	MAG	2864765	248	20254	43.26	93.14	1.33	0.17	0	0	0	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS473306	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME005790.gff.gz
GUT_GENOME007658	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.109	CIBIO	MAG	3269458	74	91826	42.86	92.43	3.02	0.06	0	0	5.44	12	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS554205	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME007658.gff.gz
GUT_GENOME008197	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.30	CIBIO	MAG	3181075	70	76631	42.87	95.54	0.36	0.03	0	0	14.56	14	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS554213	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME008197.gff.gz
GUT_GENOME008295	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.71	CIBIO	MAG	3366245	81	83766	42.74	96.41	1.33	0.03	0	33.72	8.72	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS554215	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME008295.gff.gz
GUT_GENOME008329	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.42	CIBIO	MAG	3486851	61	83581	42.85	96.26	0.36	0.02	0	0	12.21	17	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS554216	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME008329.gff.gz
GUT_GENOME008992	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.45	CIBIO	MAG	3486044	92	77725	42.68	95.34	3.18	0.03	0	11.29	5.4	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS554227	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME008992.gff.gz
GUT_GENOME010671	Bengtsson-PalmeJ_2015__TRAVELRES67__bin.37	CIBIO	MAG	3092579	217	20657	43.14	91.64	4.57	0.08	0	0	0	14	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS554258	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME010671.gff.gz
GUT_GENOME010875	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.57	CIBIO	MAG	3037639	244	18684	43.28	91.38	2.13	0.16	0	0	11.25	14	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS554261	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME010875.gff.gz
GUT_GENOME014277	BritoIL_2016__W2.41.ST__bin.41	CIBIO	MAG	3166923	136	49348	43.03	92.13	2.54	0.09	0	0	5.61	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS476293	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME014277.gff.gz
GUT_GENOME015118	BritoIL_2016__W3.21.ST__bin.23	CIBIO	MAG	3293154	299	16967	42.88	91.45	4.7	0.10	0	0	9.33	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS476182	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME015118.gff.gz
GUT_GENOME016059	ChengpingW_2017__AS111raw__bin.18	CIBIO	MAG	3356775	464	10134	43.04	93.57	1.89	0.06	0	0	0	9	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS1997087	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME016059.gff.gz
GUT_GENOME016382	ChengpingW_2017__AS134raw__bin.46	CIBIO	MAG	3317172	113	53524	42.99	95.86	2.9	0.04	0	0	8.72	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS1997071	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME016382.gff.gz
GUT_GENOME016545	ChengpingW_2017__AS21raw__bin.32	CIBIO	MAG	3219287	64	78980	42.65	94.2	0.24	0.03	0	23.09	11.35	17	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS1997062	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME016545.gff.gz
GUT_GENOME016591	ChengpingW_2017__AS25raw__bin.28	CIBIO	MAG	3638218	420	13676	42.75	91.89	2.19	0.10	0	0	5.47	13	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS1997059	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME016591.gff.gz
GUT_GENOME016696	ChengpingW_2017__AS31raw__bin.5	CIBIO	MAG	3284191	65	82807	43.0	94.2	0.36	0.03	0	0	43.21	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS1997056	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME016696.gff.gz
GUT_GENOME016710	ChengpingW_2017__AS34raw__bin.32	CIBIO	MAG	3319294	228	24370	43.03	95.15	1.61	0.08	0	0	0	13	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS1997054	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME016710.gff.gz
GUT_GENOME016931	ChengpingW_2017__AS48raw__bin.20	CIBIO	MAG	3521505	63	97839	42.94	98.07	1.33	0.01	0	0	5.47	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS1997012	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME016931.gff.gz
GUT_GENOME017420	ChengpingW_2017__AS84raw__bin.28	CIBIO	MAG	4078304	469	14117	42.43	92.22	4.81	0.16	0	0	8.44	17	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	SRS1997025	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME017420.gff.gz
GUT_GENOME019531	CosteaPI_2017__alien-11-898-0__bin.50	CIBIO	MAG	3295162	98	57537	43.0	96.89	1.33	0.02	0	0	5.26	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444639	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME019531.gff.gz
GUT_GENOME019552	CosteaPI_2017__alien-11-902-0__bin.39	CIBIO	MAG	3278861	84	61058	42.9	96.84	0.72	0.04	0	0	14.12	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444640	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME019552.gff.gz
GUT_GENOME019600	CosteaPI_2017__alien-11-918-0__bin.50	CIBIO	MAG	3393393	98	70221	42.85	97.32	1.93	0.05	0	22.9	0	14	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444642	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME019600.gff.gz
GUT_GENOME020321	CosteaPI_2017__donald3-11-30-0__bin.6	CIBIO	MAG	3517530	72	127964	42.99	98.39	0.91	0.02	0	0	11.25	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444673	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME020321.gff.gz
GUT_GENOME020384	CosteaPI_2017__donald4-11-0-0__bin.60	CIBIO	MAG	3651846	235	26878	43.07	92.75	4.79	0.11	0	0	0	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444675	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME020384.gff.gz
GUT_GENOME022096	CosteaPI_2017__SID713A010-11-90-0__bin.65	CIBIO	MAG	3209229	105	45453	43.2	95.33	1.01	0.04	0	0	5.44	14	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444468	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME022096.gff.gz
GUT_GENOME022126	CosteaPI_2017__SID713A012-11-0-0__bin.49	CIBIO	MAG	3822806	215	40565	42.83	92.84	3.02	0.04	0	20.61	0	14	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444469	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME022126.gff.gz
GUT_GENOME022836	CosteaPI_2017__SID713A039-11-90-0__bin.36	CIBIO	MAG	3628916	56	109990	42.83	98.23	0.85	0.01	0	0	5.4	17	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444496	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME022836.gff.gz
GUT_GENOME023066	CosteaPI_2017__SID713A049-11-90-0__bin.1	CIBIO	MAG	3353482	123	63266	43.0	94.73	0.85	0.04	0	0	18.8	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444504	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME023066.gff.gz
GUT_GENOME023613	CosteaPI_2017__SID713A062-11-0-0__bin.29	CIBIO	MAG	3171370	68	71516	43.01	94.2	0.36	0.06	0	0	5.44	14	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444519	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME023613.gff.gz
GUT_GENOME025088	CosteaPI_2017__SID713B025-11-90-0__bin.15	CIBIO	MAG	3647471	88	78595	42.77	98.71	1.45	0.04	0	0	8.75	16	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444568	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME025088.gff.gz
GUT_GENOME026275	CosteaPI_2017__SID713B056-11-0-0__bin.40	CIBIO	MAG	3495461	193	29108	43.06	94.71	2.79	0.17	0	20.03	14.56	15	NA	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS1444605	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes1/GUT_GENOME026275.gff.gz
GUT_GENOME027448	DRR042280_bin.12	EBI	MAG	3702148	62	114731	42.65	99.03	0.85	0.04	0	0	9.44	15	ERZ839516	GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	DRS026560	DRP003048	Japan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME027448.gff.gz
